CustomerID,Age,Gender,Income,CreditScore,MaritalStatus,LoanAmount,LoanStatus
1424,60,Female,94031,515,Single,42596,1
1425,33,Male,119389,814,Married,42594,0
1426,21,Female,84057,436,Divorced,42593,1
1427,69,Male,98609,579,Married,42592,1
1428,54,Female,96907,431,Divorced,42591,1
1429,38,Male,103130,692,Married,42589,0
1430,31,Male,31226,780,Single,42587,0
1431,48,Female,143108,812,Married,42584,0
1432,65,Female,72271,718,Single,42577,1
1433,35,Male,30046,501,Divorced,42577,0
1434,24,Female,134955,761,Single,42576,0
1435,27,Male,137462,501,Divorced,42575,0
1436,24,Female,129345,451,Married,42575,1
1437,50,Male,57117,521,Single,42573,0
1438,40,Female,149980,378,Divorced,42571,0
1439,38,Male,24965,499,Divorced,42569,1
1440,36,Male,79478,398,Divorced,42568,0
1441,65,Male,131796,512,Divorced,42566,1
1442,36,Female,98872,442,Married,42565,0
1443,53,Male,77277,688,Married,42565,1
1444,46,Female,105379,673,Married,42555,0
1445,35,Female,79613,351,Divorced,42547,1
1446,19,Female,37373,434,Married,42547,1
1447,18,Male,65452,710,Divorced,42528,1
1448,64,Female,70089,769,Divorced,42525,1
1449,22,Female,26654,411,Divorced,42500,0
1450,37,Female,51280,824,Single,42500,1
1451,28,Male,76141,343,Married,42499,1
1452,59,Female,143319,696,Married,42498,0
1453,19,Female,125646,560,Single,42481,1
1454,20,Female,107943,844,Single,42479,1
1455,40,Female,87894,687,Single,42472,1
1456,29,Male,46583,775,Single,42470,0
1457,37,Male,138033,709,Divorced,42465,0
1458,22,Female,114242,315,Married,42464,0
1459,54,Female,26360,401,Married,42461,0
1460,55,Female,73968,485,Married,42458,1
1461,47,Female,23743,324,Divorced,42452,1
1462,26,Male,27159,371,Married,42449,0
1463,51,Male,52151,317,Single,42437,1
1464,61,Male,20518,631,Married,42429,0
1465,52,Male,36652,396,Married,42416,1
1466,69,Female,98461,311,Divorced,42415,0
1467,39,Female,133114,310,Single,42405,0
1468,61,Male,134543,462,Single,42404,0
1469,41,Male,140132,582,Single,42402,0
1470,34,Female,91011,540,Married,42395,1
1471,27,Female,122489,344,Single,42393,0
1472,47,Female,123465,554,Single,42392,0
1473,63,Female,62348,366,Married,42391,1
1474,40,Female,95422,341,Divorced,42379,0
1475,49,Male,97001,683,Married,42379,0
1476,34,Male,144269,533,Divorced,42364,1
1477,67,Female,138553,784,Divorced,42360,1
1478,68,Female,96757,338,Single,42354,0
1479,34,Male,44395,310,Single,42354,1
1480,31,Female,22335,708,Married,42353,0
1481,26,Male,121978,407,Divorced,42353,0
1482,57,Male,90112,393,Married,42346,1
1483,19,Male,133276,383,Single,42337,0
1484,62,Male,20500,357,Divorced,42329,1
1485,42,Female,144541,592,Single,42324,1
1486,56,Female,112211,315,Single,42320,1
1487,26,Male,28083,776,Single,42313,0
1488,39,Female,126598,464,Divorced,42313,0
1489,60,Female,101256,736,Divorced,42311,1
1490,63,Female,25543,702,Single,42308,1
1491,21,Female,137434,685,Divorced,42303,1
1492,43,Male,88812,437,Single,42302,1
1493,46,Female,72237,830,Single,42277,0
1494,62,Male,116171,592,Single,42264,0
1495,51,Male,140423,774,Divorced,42259,1
1496,40,Female,109716,761,Married,42249,0
1497,54,Male,26613,672,Married,42237,1
1498,28,Female,130033,461,Divorced,42230,1
1499,23,Female,86863,343,Divorced,42230,0
1500,35,Male,60540,382,Single,42227,1
1501,38,Female,96202,838,Single,42225,1
1502,59,Male,46255,818,Married,42220,0
1503,53,Male,149133,710,Single,42216,1
1504,58,Female,105666,640,Married,42215,1
1505,55,Female,42068,388,Married,42214,0
1506,51,Female,69057,529,Divorced,42211,0
1507,34,Male,38946,317,Divorced,42203,0
1508,54,Female,40547,580,Divorced,42199,0
1509,42,Male,105237,721,Married,42199,0
1510,55,Male,137124,637,Divorced,42198,1
1511,29,Female,25769,565,Married,42196,1
1512,40,Female,44883,654,Divorced,42185,0
1513,59,Female,81340,659,Married,42185,0
1514,39,Male,99199,516,Single,42179,0
1515,38,Female,124222,620,Single,42178,0
1516,44,Male,135777,511,Married,42178,0
1517,48,Female,122859,502,Married,42175,1
1518,23,Female,55162,452,Single,42170,0
1519,44,Male,108388,728,Married,42170,0
1520,57,Male,105924,586,Married,42162,1
1521,51,Female,53434,620,Single,42161,0
1522,29,Female,42102,735,Married,42154,1
1523,62,Female,41536,795,Divorced,42144,0
1524,24,Female,97891,448,Single,42138,1
1525,27,Female,87770,841,Divorced,42136,0
1526,62,Male,124639,781,Married,42128,0
1527,34,Male,70388,625,Married,42113,1
1528,43,Male,70775,328,Divorced,42113,1
1529,38,Male,51147,558,Married,42113,0
1530,45,Female,70526,374,Married,42112,1
1531,63,Male,43659,797,Divorced,42111,0
1532,19,Male,129807,715,Married,42104,1
1533,60,Male,124663,639,Single,42103,1
1534,18,Female,102096,607,Divorced,42099,0
1535,68,Male,132180,540,Divorced,42098,0
1536,53,Female,144233,552,Divorced,42090,1
1537,68,Male,43088,519,Divorced,42088,0
1538,43,Female,88464,696,Single,42087,1
1539,46,Male,143505,635,Divorced,42073,0
1540,38,Female,125921,328,Divorced,42069,0
1541,28,Male,79998,793,Married,42067,1
1542,57,Female,60382,801,Divorced,42063,0
1543,28,Female,48184,453,Married,42059,1
1544,53,Male,40099,530,Divorced,42042,1
1545,66,Female,89810,401,Divorced,42037,0
1546,56,Female,110506,476,Single,42036,0
1547,57,Male,111280,531,Married,42034,1
1548,52,Male,57739,311,Single,42033,1
1549,51,Female,147937,485,Married,42028,1
1550,64,Male,28389,565,Divorced,42011,1
1551,41,Male,37352,434,Single,42001,1
1552,39,Male,146788,330,Married,42001,0
1553,22,Female,137843,755,Married,41994,1
1554,50,Female,41148,558,Single,41992,1
1555,53,Female,51828,403,Married,41989,1
1556,64,Female,88040,730,Divorced,41981,1
1557,37,Female,76795,681,Married,41971,1
1558,36,Female,78620,768,Divorced,41970,1
1559,52,Female,124310,812,Married,41959,1
1560,69,Male,114279,506,Single,41957,1
1561,60,Female,114430,746,Divorced,41954,1
1562,34,Female,116531,388,Married,41949,1
1563,62,Male,77114,494,Divorced,41927,0
1564,60,Male,60711,713,Single,41916,0
1565,51,Male,135957,421,Married,41914,0
1566,26,Female,37748,761,Married,41913,1
1567,43,Male,108636,415,Divorced,41907,1
1568,19,Female,53691,495,Single,41900,1
1569,26,Female,135158,335,Single,41899,1
1570,26,Female,108517,366,Married,41897,1
1571,57,Male,85282,580,Divorced,41890,0
1572,34,Male,118244,778,Married,41888,1
1573,18,Female,80360,310,Married,41882,1
1574,42,Female,30246,621,Divorced,41876,1
1575,60,Female,130779,539,Single,41876,1
1576,57,Male,79395,359,Married,41870,1
1577,59,Female,52486,464,Married,41861,1
1578,42,Male,50340,488,Divorced,41860,0
1579,56,Female,104874,786,Divorced,41857,1
1580,52,Male,70300,391,Married,41849,0
1581,20,Female,23086,588,Single,41847,1
1582,67,Male,111071,808,Divorced,41837,1
1583,54,Male,34860,374,Married,41835,1
1584,61,Male,37013,727,Single,41828,0
1585,61,Male,27407,684,Divorced,41822,1
1586,68,Male,53542,352,Divorced,41814,0
1587,47,Male,44935,474,Married,41805,1
1588,55,Female,127013,773,Divorced,41801,1
1589,51,Female,69079,660,Married,41792,1
1590,29,Female,54111,569,Divorced,41791,1
1591,36,Female,76550,706,Single,41791,0
1592,54,Male,95697,423,Single,41790,1
1593,61,Female,109117,675,Divorced,41789,0
1594,66,Male,117813,691,Married,41789,0
1595,34,Male,106936,481,Divorced,41787,1
1596,27,Male,96955,335,Married,41785,0
1597,66,Female,60565,511,Divorced,41783,0
1598,64,Male,39283,433,Single,41780,1
1599,29,Female,86470,790,Married,41780,0
1600,33,Female,120290,737,Single,41777,0
1601,41,Female,106916,345,Single,41764,1
1602,36,Female,99552,700,Single,41762,1
1603,25,Female,141230,787,Divorced,41753,0
1604,48,Male,58233,731,Married,41736,0
1605,38,Male,148194,727,Single,41735,0
1606,34,Female,42695,816,Married,41729,0
1607,40,Male,110488,761,Married,41728,0
1608,54,Female,146440,480,Single,41727,1
1609,33,Male,62734,444,Divorced,41726,0
1610,23,Male,101257,564,Single,41724,0
1611,25,Male,21505,705,Single,41723,1
1612,42,Male,25363,783,Married,41722,1
1613,35,Male,68708,781,Divorced,41719,0
1614,42,Male,63614,536,Married,41718,1
1615,29,Male,21010,824,Divorced,41708,0
1616,32,Male,133228,638,Single,41707,1
1617,43,Male,131786,567,Divorced,41698,1
1618,58,Male,39861,565,Married,41698,1
1619,62,Male,44125,827,Single,41692,1
1620,43,Male,144110,391,Divorced,41691,1
1621,64,Male,29369,547,Divorced,41691,0
1622,49,Female,89393,318,Married,41686,0
1623,27,Male,46671,689,Divorced,41684,1
1624,33,Male,95400,687,Single,41683,1
1625,24,Male,84512,394,Divorced,41677,1
1626,34,Male,118026,729,Married,41676,1
1627,40,Male,95656,336,Divorced,41676,0
1628,43,Male,105759,692,Single,41672,1
1629,38,Female,117686,590,Single,41663,1
1630,39,Female,64138,602,Divorced,41662,0
1631,24,Female,73420,700,Divorced,41657,1
1632,31,Male,88089,643,Single,41642,0
1633,32,Male,35489,817,Married,41638,1
1634,24,Male,79789,676,Single,41636,1
1635,26,Female,89925,464,Divorced,41636,0
1636,68,Male,69703,312,Divorced,41634,1
1637,65,Male,107486,324,Married,41621,0
1638,25,Female,96625,422,Single,41609,0
1639,67,Female,127535,428,Single,41601,0
1640,40,Male,140446,846,Married,41599,0
1641,46,Male,78228,608,Single,41593,1
1642,35,Male,148348,735,Married,41585,1
1643,48,Male,23051,481,Single,41584,0
1644,47,Female,58090,342,Married,41582,0
1645,69,Male,48805,703,Married,41579,0
1646,56,Male,114978,562,Married,41575,0
1647,52,Female,64557,369,Divorced,41571,0
1648,35,Male,22555,591,Divorced,41564,1
1649,59,Male,70241,513,Divorced,41562,1
1650,56,Female,98303,446,Single,41555,0
1651,34,Female,147838,324,Married,41552,1
1652,31,Male,85994,622,Single,41547,1
1653,48,Female,134005,408,Single,41542,0
1654,41,Female,36066,550,Married,41538,1
1655,52,Male,24721,781,Divorced,41528,0
1656,61,Female,97982,474,Single,41526,0
1657,62,Male,26304,646,Single,41521,1
1658,51,Male,131869,469,Single,41519,1
1659,20,Male,62967,301,Divorced,41519,0
1660,54,Male,120224,661,Married,41517,1
1661,60,Female,98763,595,Married,41506,0
1662,57,Male,60462,501,Single,41503,0
1663,43,Male,140356,588,Married,41503,0
1664,40,Male,91834,361,Divorced,41496,0
1665,61,Male,124933,801,Married,41496,0
1666,56,Female,131023,425,Single,41488,0
1667,32,Female,123450,348,Single,41479,0
1668,66,Female,70155,478,Married,41479,1
1669,21,Male,137771,792,Single,41477,1
1670,46,Female,95842,732,Divorced,41476,0
1671,39,Female,22589,601,Divorced,41472,1
1672,42,Male,145023,468,Divorced,41464,1
1673,30,Female,57078,568,Divorced,41459,0
1674,35,Male,120545,663,Single,41456,0
1675,50,Female,74918,399,Single,41449,1
1676,33,Female,33601,514,Married,41442,0
1677,62,Female,27711,396,Single,41440,1
1678,59,Female,106900,847,Married,41435,0
1679,61,Male,79430,636,Single,41434,0
1680,19,Male,83327,658,Married,41428,0
1681,52,Female,119242,589,Married,41427,0
1682,59,Male,115146,695,Divorced,41425,1
1683,51,Female,122605,659,Married,41423,0
1684,47,Female,23970,646,Married,41423,0
1685,30,Female,147917,423,Married,41415,0
1686,30,Female,89535,837,Married,41411,1
1687,35,Female,106570,721,Married,41407,1
1688,49,Female,141315,635,Divorced,41399,0
1689,49,Male,56176,802,Married,41396,0
1690,52,Male,132111,356,Married,41392,0
1691,56,Female,61730,375,Married,41387,0
1692,63,Male,102168,765,Single,41378,1
1693,69,Female,33385,584,Single,41378,1
1694,46,Male,143252,685,Divorced,41364,0
1695,66,Male,25950,558,Married,41358,0
1696,46,Male,121230,776,Married,41355,1
1697,61,Female,93511,310,Single,41351,0
1698,33,Male,73009,559,Married,41349,0
1699,61,Female,106850,692,Divorced,41344,1
1700,64,Female,43398,668,Married,41343,0
1701,27,Female,45277,483,Divorced,41338,1
1702,47,Male,46761,315,Single,41338,0
1703,42,Male,84435,805,Divorced,41332,0
1704,56,Male,83944,385,Divorced,41329,1
1705,37,Female,51533,309,Divorced,41327,1
1706,22,Female,92502,776,Divorced,41326,1
1707,18,Male,127437,463,Divorced,41318,1
1708,47,Female,146794,323,Divorced,41316,1
1709,66,Male,92123,611,Divorced,41316,1
1710,20,Male,42880,537,Divorced,41316,0
1711,62,Male,90627,761,Divorced,41315,0
1712,31,Male,61753,761,Single,41312,1
1713,47,Female,116666,537,Divorced,41308,0
1714,67,Male,102597,321,Divorced,41305,0
1715,21,Male,107829,479,Married,41302,1
1716,35,Male,21561,798,Married,41297,0
1717,54,Male,73205,774,Married,41296,1
1718,42,Male,126948,638,Divorced,41294,1
1719,65,Male,79810,830,Single,41290,1
1720,18,Male,133089,461,Single,41289,1
1721,63,Female,84482,360,Married,41288,1
1722,32,Female,89192,384,Married,41284,1
1723,26,Female,107154,846,Divorced,41271,1
1724,32,Female,106066,789,Single,41271,1
1725,66,Male,107408,304,Single,41270,0
1726,41,Female,142769,375,Married,41263,1
1727,21,Female,48330,552,Single,41256,0
1728,29,Female,36139,306,Married,41245,1
1729,54,Male,148514,772,Married,41242,0
1730,54,Female,52977,437,Divorced,41236,1
1731,60,Female,24983,657,Married,41230,1
1732,23,Male,59909,462,Divorced,41229,0
1733,56,Female,128422,617,Single,41227,0
1734,63,Male,84480,757,Single,41225,1
1735,41,Female,69029,552,Married,41221,1
1736,28,Male,41329,500,Married,41210,0
1737,30,Female,142668,831,Divorced,41200,1
1738,51,Female,56734,464,Divorced,41198,0
1739,42,Female,62837,531,Single,41194,1
1740,24,Male,94354,627,Single,41186,1
1741,69,Female,96454,537,Married,41182,0
1742,21,Male,127954,419,Married,41168,1
1743,25,Male,137512,549,Divorced,41164,1
1744,37,Male,86786,635,Married,41160,1
1745,46,Male,24758,583,Divorced,41130,0
1746,68,Female,122667,497,Single,41124,1
1747,62,Female,87699,715,Single,41110,0
1748,63,Female,128119,694,Married,41106,0
1749,27,Male,120157,450,Divorced,41105,0
1750,60,Female,102673,564,Married,41104,0
1751,51,Male,117639,519,Married,41103,1
1752,43,Male,41832,515,Divorced,41100,0
1753,58,Male,21868,614,Married,41098,0
1754,66,Female,148039,515,Divorced,41098,1
1755,20,Female,134869,634,Divorced,41096,1
1756,23,Male,70665,658,Married,41084,0
1757,22,Female,133872,460,Divorced,41080,0
1758,22,Female,61862,810,Single,41080,1
1759,64,Male,39728,456,Single,41079,1
1760,40,Male,123542,461,Single,41072,1
1761,66,Female,113565,341,Single,41071,0
1762,26,Male,59857,479,Married,41070,0
1763,52,Male,48183,602,Single,41062,0
1764,37,Female,108321,629,Single,41051,1
1765,66,Female,148482,728,Single,41047,0
1766,59,Male,38940,649,Single,41043,0
1767,52,Female,145019,419,Married,41039,1
1768,67,Male,140786,374,Single,41036,0
1769,35,Male,25280,422,Divorced,41033,1
1770,34,Female,122548,481,Divorced,41024,1
1771,41,Male,22164,556,Married,41021,1
1772,20,Male,141289,568,Married,41003,1
1773,49,Male,112724,792,Married,41000,0
1774,52,Female,133453,479,Single,41000,0
1775,55,Female,149068,448,Married,40998,1
1776,30,Female,99624,817,Single,40994,0
1777,64,Male,38405,447,Married,40992,0
1778,42,Male,22821,308,Divorced,40991,1
1779,26,Female,75090,477,Divorced,40980,0
1780,21,Female,42516,694,Single,40974,1
1781,31,Female,30473,630,Married,40972,0
1782,54,Male,66454,355,Divorced,40972,0
1783,51,Female,62530,506,Single,40967,1
1784,28,Male,124273,404,Divorced,40959,1
1785,58,Female,144852,846,Married,40943,1
1786,20,Male,97714,654,Single,40927,0
1787,45,Male,145124,788,Divorced,40927,0
1788,46,Female,124472,802,Married,40927,0
1789,26,Male,112554,349,Single,40910,1
1790,20,Female,102633,386,Divorced,40907,0
1791,42,Male,99632,602,Divorced,40900,1
1792,51,Male,125507,300,Single,40894,1
1793,29,Female,89081,680,Married,40886,1
1794,59,Male,44798,661,Single,40880,0
1795,26,Female,20863,680,Divorced,40876,1
1796,32,Female,36148,461,Divorced,40872,0
1797,57,Female,106545,318,Divorced,40866,1
1798,42,Male,74459,542,Married,40865,1
1799,22,Male,103345,428,Divorced,40862,0
1800,28,Male,104224,475,Divorced,40857,1
1801,51,Female,86189,708,Single,40852,0
1802,41,Female,144039,383,Divorced,40848,1
1803,32,Male,28129,675,Single,40842,0
1804,55,Male,111954,521,Divorced,40833,1
1805,25,Female,43118,624,Single,40829,1
1806,22,Male,20443,750,Single,40820,1
1807,65,Female,47041,715,Single,40820,0
1808,43,Male,109379,744,Single,40815,1
1809,35,Female,41053,624,Married,40812,1
1810,23,Male,116384,822,Divorced,40811,0
1811,54,Male,123410,465,Married,40811,0
1812,65,Female,57204,537,Divorced,40806,0
1813,30,Female,137545,312,Single,40806,0
1814,45,Female,62240,556,Divorced,40806,1
1815,22,Male,121343,813,Single,40804,1
1816,30,Female,146675,509,Divorced,40801,1
1817,34,Female,113749,783,Single,40799,1
1818,67,Male,81102,664,Divorced,40793,1
1819,57,Female,28291,524,Divorced,40786,0
1820,62,Female,128582,493,Divorced,40771,1
1821,49,Female,36285,495,Single,40771,0
1822,46,Male,112422,699,Divorced,40767,1
1823,68,Male,81589,356,Single,40764,1
1824,20,Male,33944,512,Married,40757,0
1825,57,Female,121041,578,Divorced,40749,0
1826,51,Male,108876,679,Single,40747,1
1827,57,Female,115561,416,Single,40745,1
1828,44,Female,74391,750,Single,40741,1
1829,30,Female,21607,709,Married,40740,0
1830,62,Male,149242,666,Single,40737,1
1831,50,Male,22953,412,Married,40735,0
1832,23,Female,64941,463,Married,40735,0
1833,41,Female,91469,303,Single,40727,0
1834,36,Male,96922,322,Divorced,40709,0
1835,33,Male,81683,391,Married,40702,0
1836,57,Male,133525,768,Single,40701,0
1837,45,Female,90218,454,Married,40701,0
1838,50,Male,133157,506,Single,40697,1
1839,65,Male,129588,380,Single,40695,0
1840,58,Male,141021,782,Married,40693,0
1841,30,Female,142080,706,Single,40683,1
1842,60,Male,31154,402,Married,40683,1
1843,62,Female,145542,539,Single,40679,0
1844,42,Female,29047,564,Divorced,40676,1
1845,59,Female,108529,332,Divorced,40668,1
1846,53,Male,95874,334,Married,40665,0
1847,44,Male,34323,548,Married,40659,1
1848,55,Male,57693,349,Married,40656,0
1849,24,Female,78730,579,Married,40653,1
1850,22,Male,109170,451,Divorced,40647,0
1851,60,Female,46292,836,Married,40630,1
1852,62,Male,124087,529,Single,40618,0
1853,68,Male,65111,587,Single,40616,0
1854,48,Male,95453,694,Married,40615,0
1855,40,Male,95681,752,Single,40608,0
1856,59,Female,115253,332,Married,40606,1
1857,27,Female,59491,662,Single,40604,0
1858,49,Female,69336,410,Single,40603,1
1859,60,Female,36905,420,Married,40600,1
1860,47,Male,50273,315,Married,40592,0
1861,56,Female,145191,822,Divorced,40591,0
1862,48,Female,135936,397,Married,40588,1
1863,35,Female,46234,415,Divorced,40582,1
1864,53,Male,98885,770,Married,40581,0
1865,19,Female,86538,738,Single,40580,0
1866,31,Female,124570,580,Divorced,40579,0
1867,30,Male,52573,648,Single,40577,0
1868,46,Male,113339,531,Married,40575,1
1869,29,Female,141132,410,Married,40565,0
1870,56,Female,84320,651,Married,40552,0
1871,19,Male,148993,311,Married,40539,1
1872,49,Female,31330,787,Divorced,40539,0
1873,30,Male,112040,832,Divorced,40534,1
1874,63,Female,100516,584,Married,40531,0
1875,44,Female,92553,844,Single,40518,0
1876,66,Female,61353,691,Divorced,40518,0
1877,58,Female,36011,469,Single,40503,1
1878,34,Female,103537,376,Married,40498,0
1879,57,Male,80985,596,Divorced,40491,1
1880,48,Male,37044,629,Divorced,40489,0
1881,51,Female,58292,362,Divorced,40488,0
1882,41,Female,142304,569,Single,40482,0
1883,62,Female,25250,515,Married,40478,1
1884,52,Male,147044,489,Married,40476,0
1885,65,Male,125816,374,Divorced,40474,0
1886,23,Male,43289,809,Divorced,40474,0
1887,36,Male,53087,392,Married,40468,1
1888,47,Male,95952,352,Single,40452,1
1889,24,Male,110695,795,Divorced,40446,0
1890,27,Male,56368,393,Single,40428,1
1891,58,Male,140648,528,Single,40426,1
1892,49,Female,90815,549,Married,40423,0
1893,51,Male,110693,690,Married,40414,1
1894,45,Male,81040,481,Single,40410,1
1895,32,Male,136455,566,Single,40406,1
1896,47,Male,78900,580,Married,40402,1
1897,54,Female,35494,382,Divorced,40400,0
1898,46,Male,136486,485,Single,40398,1
1899,39,Female,65166,830,Divorced,40396,0
1900,21,Female,111110,647,Single,40396,0
1901,37,Female,45333,722,Married,40396,0
1902,49,Male,53050,753,Divorced,40361,0
1903,53,Male,117799,566,Married,40358,1
1904,67,Male,118075,806,Single,40357,1
1905,21,Female,99566,441,Married,40356,0
1906,44,Female,108257,615,Divorced,40352,1
1907,34,Female,68070,531,Married,40347,1
1908,29,Female,25166,596,Divorced,40342,0
1909,39,Male,27121,321,Married,40339,0
1910,34,Male,34677,683,Married,40338,0
1911,27,Male,76561,425,Divorced,40338,1
1912,18,Female,116777,402,Divorced,40332,0
1913,39,Female,101909,409,Divorced,40324,0
1914,43,Male,107409,771,Single,40318,1
1915,35,Male,57664,364,Married,40312,0
1916,67,Female,149926,771,Divorced,40308,1
1917,31,Male,134818,375,Single,40307,1
1918,64,Male,21293,318,Single,40306,0
1919,46,Female,42443,683,Divorced,40305,0
1920,29,Female,125261,489,Divorced,40299,0
1921,53,Female,69212,659,Divorced,40288,0
1922,52,Male,104131,751,Single,40284,1
1923,69,Female,95276,378,Single,40277,0
1924,29,Male,32559,471,Married,40276,0
1925,24,Male,85231,511,Single,40268,1
1926,46,Female,128277,744,Divorced,40264,0
1927,28,Male,59044,448,Married,40264,0
1928,50,Female,41747,309,Married,40260,1
1929,23,Female,126456,841,Married,40244,0
1930,64,Male,93509,354,Married,40241,1
1931,32,Male,100869,479,Divorced,40239,0
1932,49,Female,50129,680,Married,40238,0
1933,68,Female,20037,721,Divorced,40232,1
1934,28,Female,124294,750,Single,40229,1
1935,40,Female,117847,392,Divorced,40227,0
1936,43,Female,123742,819,Married,40225,0
1937,51,Female,142365,712,Single,40222,1
1938,63,Male,68503,693,Single,40218,0
1939,51,Male,48207,630,Single,40216,0
1940,46,Male,129160,732,Married,40204,0
1941,21,Male,53241,462,Divorced,40189,0
1942,34,Female,20058,339,Divorced,40185,0
1943,52,Male,88172,384,Married,40175,0
1944,30,Male,116171,390,Married,40170,1
1945,58,Female,34834,783,Single,40165,0
1946,56,Male,101113,684,Divorced,40163,0
1947,32,Female,148894,492,Married,40162,0
1948,46,Female,137302,552,Married,40157,0
1949,46,Female,47190,543,Divorced,40135,1
1950,28,Female,92832,569,Single,40133,0
1951,69,Female,41383,318,Single,40128,0
1952,49,Male,130974,339,Single,40126,0
1953,19,Male,144291,815,Divorced,40123,1
1954,64,Male,44660,332,Married,40119,0
1955,31,Female,128029,749,Married,40114,0
1956,37,Male,138485,838,Married,40113,1
1957,39,Male,22674,618,Married,40110,1
1958,28,Male,134100,423,Divorced,40101,1
1959,44,Male,129369,671,Single,40084,1
1960,20,Female,42820,650,Single,40082,1
1961,34,Male,105040,622,Single,40076,0
1962,61,Female,45666,787,Single,40075,0
1963,45,Female,63794,750,Married,40073,0
1964,46,Male,147104,652,Married,40069,1
1965,38,Female,22076,415,Divorced,40064,1
1966,64,Female,84854,312,Single,40060,0
1967,33,Female,148544,619,Married,40060,1
1968,54,Female,72342,464,Married,40051,1
1969,37,Female,57555,384,Married,40035,1
1970,23,Female,75208,547,Single,40029,0
1971,36,Female,52406,731,Married,40027,1
1972,22,Male,81572,778,Single,40022,0
1973,20,Male,60262,667,Single,40021,0
1974,18,Female,111320,656,Divorced,40021,1
1975,55,Female,138265,707,Divorced,40020,0
1976,32,Male,106661,644,Single,40019,1
1977,51,Male,43216,478,Single,40017,1
1978,52,Male,88117,724,Single,40013,0
1979,66,Male,101136,840,Married,40004,1
1980,42,Female,50284,742,Married,39998,0
1981,41,Female,40171,605,Married,39998,1
1982,29,Male,110627,666,Divorced,39996,0
1983,35,Male,34333,335,Single,39992,0
1984,32,Male,50535,762,Married,39990,1
1985,61,Male,109023,445,Married,39989,0
1986,33,Female,95940,445,Divorced,39986,0
1987,44,Male,129470,679,Divorced,39984,0
1988,25,Male,53700,467,Single,39983,1
1989,63,Male,103583,574,Single,39983,0
1990,42,Female,61516,386,Married,39970,1
1991,34,Female,35577,453,Married,39966,1
1992,46,Female,109834,796,Married,39960,0
1993,25,Male,144551,614,Married,39954,1
1994,32,Male,35015,573,Married,39946,1
1995,44,Male,111104,561,Divorced,39937,0
1996,63,Female,134412,786,Single,39928,1
1997,67,Female,111740,753,Divorced,39926,1
1998,69,Male,117284,742,Single,39924,1
1999,24,Male,111803,561,Single,39923,0
2000,20,Female,41236,842,Single,39920,1
2001,46,Male,118151,404,Divorced,39909,0
2002,61,Male,86640,649,Married,39907,0
2003,41,Male,103190,737,Single,39906,0
2004,20,Female,145782,468,Single,39899,0
2005,37,Male,149516,642,Divorced,39892,1
2006,63,Male,65704,529,Divorced,39889,0
2007,32,Male,62369,322,Married,39888,1
2008,42,Male,23646,580,Married,39885,1
2009,47,Female,107007,818,Single,39885,0
2010,31,Female,45906,552,Divorced,39883,0
2011,24,Female,106643,703,Married,39881,1
2012,34,Male,67728,432,Married,39877,0
2013,61,Female,34878,573,Married,39862,0
2014,37,Male,136742,531,Divorced,39859,0
2015,53,Female,148925,844,Divorced,39859,1
2016,26,Male,29145,378,Divorced,39856,1
2017,55,Female,108578,334,Divorced,39855,1
2018,65,Female,38226,794,Divorced,39848,1
2019,39,Female,22802,409,Single,39848,0
2020,19,Male,44119,620,Single,39844,1
2021,41,Male,83560,627,Divorced,39842,1
2022,25,Male,77353,683,Single,39841,1
2023,28,Female,148572,663,Divorced,39835,1
2024,30,Male,134669,531,Single,39834,1
2025,34,Male,112721,713,Single,39832,0
2026,25,Male,143001,593,Married,39824,1
2027,38,Male,82126,846,Divorced,39822,0
2028,35,Male,91641,473,Single,39807,1
2029,47,Male,71712,691,Single,39785,1
2030,35,Female,72189,401,Married,39785,0
2031,63,Female,77784,592,Single,39785,1
2032,64,Male,88285,384,Married,39783,0
2033,48,Female,135278,500,Single,39782,1
2034,55,Female,136056,840,Married,39759,0
2035,49,Male,62949,596,Married,39755,1
2036,28,Male,54129,355,Divorced,39755,0
2037,62,Female,44512,771,Divorced,39747,1
2038,42,Male,122077,315,Single,39744,0
2039,50,Female,99031,365,Divorced,39733,1
2040,55,Female,83554,771,Divorced,39724,1
2041,58,Female,22064,322,Divorced,39724,0
2042,25,Male,115614,785,Single,39719,0
2043,28,Female,71567,714,Single,39708,0
2044,39,Male,137639,604,Divorced,39700,0
2045,68,Male,50011,476,Divorced,39690,1
2046,41,Male,91152,494,Single,39687,0
2047,58,Male,93511,312,Divorced,39681,0
2048,34,Male,30960,465,Married,39674,1
2049,29,Female,113528,449,Single,39673,0
2050,63,Male,141789,640,Single,39671,0
2051,49,Male,78920,473,Married,39662,0
2052,32,Male,41387,466,Divorced,39649,1
2053,33,Male,35324,396,Married,39646,0
2054,39,Male,83960,703,Divorced,39641,1
2055,45,Female,142994,376,Divorced,39640,1
2056,37,Male,91779,536,Single,39639,1
2057,50,Male,52628,590,Single,39632,1
2058,27,Female,141269,435,Divorced,39620,1
2059,57,Male,95096,666,Married,39620,1
2060,49,Female,67452,847,Single,39617,0
2061,67,Female,61098,547,Divorced,39610,0
2062,50,Female,90459,513,Single,39604,0
2063,19,Female,59235,369,Single,39599,1
2064,50,Male,106861,628,Single,39597,0
2065,50,Male,47949,315,Married,39585,1
2066,58,Female,42821,786,Married,39577,1
2067,30,Female,91612,473,Divorced,39575,0
