,CustomerID,Age,Gender,Income,CreditScore,MaritalStatus,LoanAmount,LoanStatus
2824,2825,19,0,29623,765,1,20975,0
2825,2826,44,1,106472,378,1,45536,0
2826,2827,38,0,74715,748,2,48872,1
2827,2828,55,1,26123,581,2,26416,1
2828,2829,32,0,23061,356,2,7635,0
2829,2830,38,1,126393,490,2,20189,0
2830,2831,27,1,143144,762,0,12498,0
2831,2832,40,0,122035,341,0,24049,0
2832,2833,56,1,59095,785,2,39129,1
2833,2834,22,1,79618,472,2,11427,0
2834,2835,18,1,48451,549,2,31521,0
2835,2836,30,0,101897,809,2,7570,0
2836,2837,38,1,101443,801,1,25988,1
2837,2838,43,0,138005,492,2,40114,1
2838,2839,67,0,54814,464,1,9408,0
2839,2840,62,0,137832,389,2,16674,0
2840,2841,38,1,105141,357,0,49744,1
2841,2842,35,0,117792,562,0,20197,0
2842,2843,54,0,96868,542,2,48606,1
2843,2844,62,1,57832,518,0,46854,0
2844,2845,49,0,115012,308,0,34573,1
2845,2846,53,0,29445,729,0,28385,1
2846,2847,34,1,53490,312,0,26847,0
2847,2848,52,1,49767,524,1,8420,0
2848,2849,66,0,66057,366,1,43147,1
2849,2850,28,1,100746,802,1,14806,0
2850,2851,38,1,109695,483,1,5257,0
2851,2852,69,1,93100,507,2,28130,0
2852,2853,43,0,61043,827,0,19696,0
2853,2854,21,0,106755,599,0,35763,1
2854,2855,51,1,47946,540,2,27733,1
2855,2856,69,0,56587,754,2,47931,1
2856,2857,65,1,23364,829,1,5995,0
2857,2858,35,1,144637,543,1,19126,0
2858,2859,57,1,140777,537,0,26918,0
2859,2860,52,1,89854,545,2,34923,0
2860,2861,58,1,76088,644,0,42353,1
2861,2862,46,0,137468,783,2,24147,0
2862,2863,69,0,97015,609,1,48787,1
2863,2864,46,0,27398,583,0,15887,0
2864,2865,55,0,22452,337,0,24331,1
2865,2866,59,1,107208,331,2,8202,0
2866,2867,38,1,143208,542,0,45602,1
2867,2868,59,0,53193,591,1,38585,0
2868,2869,30,0,99401,591,0,19424,1
2869,2870,66,1,45345,681,2,36632,0
2870,2871,58,1,131811,437,0,39597,0
2871,2872,34,1,105895,499,1,40017,0
2872,2873,26,0,94335,634,2,38983,0
2873,2874,58,1,79196,746,2,49809,1
2874,2875,18,1,43053,647,1,38880,1
2875,2876,19,0,145552,577,2,14341,1
2876,2877,65,0,120428,831,2,21640,0
2877,2878,46,0,149022,698,0,26905,0
2878,2879,50,1,103220,690,2,10838,0
2879,2880,27,1,25015,309,0,25275,0
2880,2881,67,0,117201,848,1,7339,1
2881,2882,57,1,28657,358,1,36153,1
2882,2883,38,1,71116,387,1,14449,1
2883,2884,45,1,41951,758,1,12029,1
2884,2885,28,0,117599,403,2,48550,1
2885,2886,51,0,118279,403,2,22813,0
2886,2887,25,1,46521,553,0,39066,1
2887,2888,39,1,74431,634,0,13624,1
2888,2889,25,1,30731,762,0,23659,1
2889,2890,66,1,38744,848,2,23776,1
2890,2891,32,0,83094,600,0,13068,0
2891,2892,34,0,38423,640,2,37294,0
2892,2893,40,1,134612,791,1,24026,0
2893,2894,41,1,37568,383,2,13350,1
2894,2895,62,0,67411,558,1,47471,1
2895,2896,36,1,23934,659,0,27880,1
2896,2897,22,0,96945,386,2,26847,0
2897,2898,49,1,140482,727,0,35055,0
2898,2899,61,0,116946,666,0,15802,0
2899,2900,18,1,116344,642,1,5944,1
2900,2901,40,1,28172,646,0,1360,0
2901,2902,54,0,47358,395,2,19358,0
2902,2903,25,0,86313,554,0,4464,0
2903,2904,30,1,149774,435,1,19610,1
2904,2905,25,1,39763,547,1,31607,1
2905,2906,40,0,68673,798,0,6044,0
2906,2907,60,0,120722,785,1,23009,0
2907,2908,18,1,116706,701,0,35618,0
2908,2909,62,1,105997,711,1,39700,0
2909,2910,68,0,130758,747,0,11916,1
2910,2911,41,0,87975,546,0,29250,1
2911,2912,52,0,27804,720,2,21289,0
2912,2913,41,0,131327,423,2,4775,0
2913,2914,34,0,67594,559,0,46347,0
2914,2915,22,1,98748,468,2,1817,0
2915,2916,37,1,107189,410,2,3146,0
2916,2917,38,0,107507,589,1,25158,1
2917,2918,57,1,87525,312,2,25756,1
2918,2919,48,1,93404,562,1,24480,1
2919,2920,63,0,127562,322,2,33146,0
2920,2921,53,1,119248,499,2,41601,0
2921,2922,28,1,44604,541,0,33611,1
2922,2923,69,1,136585,538,2,23339,0
2923,2924,32,0,42135,602,0,22103,1
2924,2925,36,0,116080,464,0,25234,0
2925,2926,24,1,57918,475,0,39782,1
2926,2927,68,1,149716,328,0,5958,1
2927,2928,45,1,70849,834,2,17825,0
2928,2929,68,1,50847,593,0,44252,0
2929,2930,60,1,63774,776,2,28450,0
2930,2931,22,1,80709,682,2,11691,1
2931,2932,22,0,30680,595,1,15631,1
2932,2933,47,1,133508,633,1,20596,0
2933,2934,49,1,115619,547,1,2896,1
2934,2935,25,0,75037,540,0,34857,1
2935,2936,27,1,119969,405,2,1308,1
2936,2937,55,1,131115,422,2,47539,0
2937,2938,64,1,78914,334,0,26168,1
2938,2939,49,1,46309,715,1,29419,0
2939,2940,65,0,127255,626,1,33637,0
2940,2941,45,1,30349,594,2,5493,1
2941,2942,34,0,95079,731,2,13756,1
2942,2943,48,1,80820,646,2,30288,0
2943,2944,25,1,94996,336,1,13384,1
2944,2945,57,0,54553,811,2,40852,1
2945,2946,42,1,48525,834,1,16195,0
2946,2947,26,0,25948,317,1,21674,0
2947,2948,19,0,34498,326,1,35125,1
2948,2949,32,0,38991,835,0,1082,1
2949,2950,67,1,110510,328,0,9442,0
2950,2951,20,1,120934,416,2,10285,1
2951,2952,66,1,79790,431,1,39179,0
2952,2953,53,1,27660,588,2,18792,0
2953,2954,21,0,46245,535,1,48803,0
2954,2955,31,1,20238,341,2,16500,0
2955,2956,58,1,39920,459,2,10290,0
2956,2957,58,0,66659,424,0,37496,1
2957,2958,42,0,138549,559,0,6294,1
2958,2959,67,1,145983,575,0,45852,0
2959,2960,27,0,94874,512,0,1322,0
2960,2961,38,0,62517,772,1,16836,0
2961,2962,53,0,146618,730,2,35825,0
2962,2963,29,0,95885,379,2,36828,0
2963,2964,44,0,66350,527,1,49978,0
2964,2965,57,1,97179,394,1,21084,1
2965,2966,19,1,143179,723,2,39403,0
2966,2967,30,1,48274,815,0,4384,0
2967,2968,49,1,65013,464,0,10453,1
2968,2969,48,1,126203,725,0,26381,1
2969,2970,33,1,59913,341,1,44001,0
2970,2971,49,1,124165,702,2,37224,0
2971,2972,49,0,65819,715,1,4664,0
2972,2973,51,1,102168,599,2,36864,0
2973,2974,28,1,112680,354,0,24812,0
2974,2975,27,1,97857,635,0,14871,0
2975,2976,32,0,122627,729,0,8565,1
2976,2977,34,1,114792,633,2,5659,0
2977,2978,57,1,84910,705,0,26929,0
2978,2979,35,0,43485,329,2,31104,1
2979,2980,26,1,22860,834,1,6730,0
2980,2981,42,1,69875,816,0,32298,1
2981,2982,57,0,34919,520,1,24547,1
2982,2983,31,1,118873,793,1,49849,1
2983,2984,42,0,93947,552,2,27359,0
2984,2985,67,1,29586,620,1,11467,1
2985,2986,39,1,71986,338,2,17998,1
2986,2987,69,1,109848,764,2,27400,0
2987,2988,47,0,43055,710,1,42199,1
2988,2989,37,0,54890,711,2,36781,1
2989,2990,38,0,83081,791,2,6409,1
2990,2991,61,1,48807,737,2,30849,0
2991,2992,49,1,105920,778,1,12945,1
2992,2993,68,0,67177,371,2,17542,1
2993,2994,63,0,114461,519,0,16984,0
2994,2995,66,1,88625,303,1,30234,1
2995,2996,38,1,34242,589,1,1547,0
2996,2997,52,1,76317,679,2,3900,1
2997,2998,49,1,59978,654,1,41442,0
2998,2999,47,0,36433,379,0,9946,0
2999,3000,56,1,53282,365,1,18118,1
3000,3001,66,1,96519,435,1,32710,1
3001,3002,29,1,129274,698,1,12020,0
3002,3003,58,1,63578,646,2,5317,1
3003,3004,64,1,128333,358,0,35692,0
3004,3005,35,1,90207,818,0,1523,1
3005,3006,38,1,44133,536,0,27086,1
3006,3007,30,0,70317,378,1,11938,0
3007,3008,38,0,147878,414,0,15659,1
3008,3009,25,0,128745,761,2,9809,1
3009,3010,63,1,149230,425,1,16535,1
3010,3011,57,0,85950,799,2,17298,1
3011,3012,63,1,79612,401,1,49951,0
3012,3013,24,1,84873,473,2,24876,0
3013,3014,40,1,133397,751,1,23264,0
3014,3015,61,1,135792,391,2,14578,0
3015,3016,49,0,106778,684,0,25285,1
3016,3017,28,1,82002,504,1,47192,0
3017,3018,39,1,72508,662,1,15101,0
3018,3019,39,0,120720,797,2,23730,0
3019,3020,60,0,58379,836,2,28476,1
3020,3021,42,0,144814,533,2,16503,1
3021,3022,39,1,35231,315,1,12506,0
3022,3023,45,0,107385,440,2,41994,1
3023,3024,46,1,61163,719,0,17169,1
3024,3025,30,1,141880,755,2,19484,0
3025,3026,35,0,51676,599,2,15838,0
3026,3027,19,0,107592,638,2,29821,0
3027,3028,46,0,126564,602,0,13737,1
3028,3029,38,1,143395,375,2,36340,0
3029,3030,32,1,105483,615,2,13171,1
3030,3031,69,1,75535,799,1,14920,1
3031,3032,44,1,130952,374,1,31805,0
3032,3033,67,1,111576,665,2,46320,1
3033,3034,48,1,66110,845,1,17875,1
3034,3035,32,0,66978,695,2,31278,0
3035,3036,68,1,144532,530,2,39076,1
3036,3037,40,0,110818,327,0,17905,1
3037,3038,41,0,111737,774,2,2914,1
3038,3039,61,0,92369,594,1,14862,1
3039,3040,30,0,24752,726,1,3925,1
3040,3041,39,0,44507,390,1,4290,1
3041,3042,60,1,105705,414,1,44101,0
3042,3043,54,1,144225,458,2,20613,0
3043,3044,50,1,143223,557,0,31570,0
3044,3045,20,1,130282,672,0,44808,0
3045,3046,36,0,61495,389,2,20961,1
3046,3047,40,0,110466,597,1,39377,0
3047,3048,46,0,80886,330,0,3571,0
3048,3049,47,1,90559,657,0,17616,0
3049,3050,56,1,20982,769,2,43582,0
3050,3051,61,1,99841,427,1,20036,0
3051,3052,64,1,149128,569,0,34984,0
3052,3053,42,0,36146,797,2,4539,0
3053,3054,54,0,136033,712,0,34289,0
3054,3055,64,1,74843,508,0,12026,0
3055,3056,25,1,140690,605,1,20450,0
3056,3057,59,0,96737,490,1,33022,0
3057,3058,33,0,102446,656,0,12391,1
3058,3059,25,0,108567,756,1,17724,0
3059,3060,18,0,43636,748,0,44704,1
3060,3061,61,1,102850,367,0,45906,0
3061,3062,22,0,47332,766,0,13130,0
3062,3063,20,0,71434,659,2,9250,1
3063,3064,18,0,103866,686,1,37021,1
3064,3065,21,0,81271,427,1,22065,1
3065,3066,57,1,82726,784,0,33995,1
3066,3067,52,1,100901,543,1,7703,1
3067,3068,49,1,129037,318,0,46573,1
3068,3069,59,1,30108,695,1,30840,1
3069,3070,51,1,88896,528,1,9318,0
3070,3071,60,1,62553,667,0,5430,1
3071,3072,42,0,60880,357,1,38621,1
3072,3073,27,0,134320,580,0,10623,1
3073,3074,38,0,72077,401,2,35936,1
3074,3075,63,0,23625,347,0,31439,0
3075,3076,56,1,58237,358,1,29535,1
3076,3077,44,0,21223,460,2,36516,1
3077,3078,44,1,79303,402,2,2593,1
3078,3079,19,0,85197,711,0,48553,1
3079,3080,58,0,125414,482,2,29655,1
3080,3081,65,0,94693,716,0,27606,0
3081,3082,30,1,131555,415,1,45212,0
3082,3083,26,0,57760,698,0,16941,0
3083,3084,69,1,99182,736,2,13552,1
3084,3085,53,1,130174,617,0,25267,1
3085,3086,39,0,147192,549,0,5777,0
3086,3087,59,1,77966,746,1,40876,0
3087,3088,43,1,49024,796,0,9438,0
3088,3089,29,0,90323,642,1,30095,0
3089,3090,34,0,43202,726,2,31507,0
3090,3091,31,0,139414,539,2,14120,0
3091,3092,31,0,71524,358,0,27057,0
3092,3093,51,0,63908,826,0,33778,0
3093,3094,37,0,56067,502,2,32066,0
3094,3095,28,1,29360,765,2,19390,0
3095,3096,33,0,118228,595,2,4529,0
3096,3097,68,0,124755,586,0,15584,1
3097,3098,48,1,32941,372,2,23632,0
3098,3099,23,0,35993,822,0,19673,1
3099,3100,36,1,34620,636,2,4343,1
3100,3101,54,0,143271,617,2,19950,1
3101,3102,21,0,40193,502,0,35527,1
3102,3103,64,1,71559,530,1,16064,1
3103,3104,21,0,41248,356,0,22547,0
3104,3105,37,1,65852,719,1,32769,1
3105,3106,27,0,25027,579,0,35996,0
3106,3107,41,0,83410,604,1,48531,0
3107,3108,52,1,24260,765,1,42227,0
3108,3109,43,0,57596,473,1,48683,0
3109,3110,54,0,127076,565,0,11390,1
3110,3111,55,1,29012,546,0,12879,1
3111,3112,38,0,45823,377,0,15935,1
3112,3113,57,1,93851,552,1,33574,0
3113,3114,56,0,67027,774,1,19127,1
3114,3115,38,1,98167,475,0,10121,0
3115,3116,27,0,103794,720,0,29507,1
3116,3117,55,1,45099,760,2,49555,0
3117,3118,63,1,121427,553,2,35216,0
3118,3119,21,0,56992,819,2,17582,1
3119,3120,62,0,139942,406,2,27631,1
3120,3121,37,1,116912,470,2,19164,0
3121,3122,34,0,137886,357,0,22284,1
3122,3123,24,1,30977,636,1,31646,0
3123,3124,21,0,76234,641,1,21806,1
3124,3125,46,0,112230,589,0,23097,0
3125,3126,31,1,67376,383,0,48974,0
3126,3127,20,1,53978,416,0,12284,0
3127,3128,41,0,29218,833,2,14857,1
3128,3129,54,0,41788,518,2,20888,0
3129,3130,33,0,40501,401,2,41440,0
3130,3131,69,0,97989,755,0,47106,0
3131,3132,21,0,123733,825,0,19951,1
3132,3133,41,1,35210,565,1,42889,1
3133,3134,51,0,148476,586,0,22009,0
3134,3135,47,0,94225,440,2,24474,1
3135,3136,35,1,65489,705,1,15835,0
3136,3137,36,1,112917,592,0,6352,0
3137,3138,48,1,83721,330,1,27581,1
3138,3139,36,0,115044,470,1,43290,0
3139,3140,66,1,62653,654,0,19941,0
3140,3141,63,1,106678,504,2,41638,1
3141,3142,36,1,60950,777,2,34191,0
3142,3143,39,1,28916,590,1,33917,0
3143,3144,41,0,85911,410,0,29039,1
3144,3145,62,0,51449,367,0,27089,0
3145,3146,29,0,109333,672,2,30742,0
3146,3147,47,1,40782,495,0,48415,0
3147,3148,55,1,112564,425,0,40833,0
3148,3149,48,1,40243,561,1,12917,1
3149,3150,53,1,136374,454,0,19254,0
3150,3151,36,1,49379,407,0,19445,0
3151,3152,65,1,57780,722,0,27571,1
3152,3153,62,0,50740,334,2,33611,1
3153,3154,53,0,134944,343,2,44778,0
3154,3155,47,1,147374,715,1,47827,1
3155,3156,66,0,39984,584,2,14830,1
3156,3157,50,1,20050,746,2,47630,0
3157,3158,35,1,26590,817,2,41949,0
3158,3159,69,0,60205,326,2,38048,1
3159,3160,66,1,35162,526,1,48213,1
3160,3161,45,0,69746,724,0,6696,0
3161,3162,64,1,33105,667,0,1742,0
3162,3163,28,1,57499,609,0,32262,1
3163,3164,62,0,56641,404,1,37949,1
3164,3165,50,1,31628,317,2,13425,0
3165,3166,34,1,62032,504,1,45497,1
3166,3167,23,1,85029,342,1,35759,1
3167,3168,21,0,58516,388,1,22640,1
3168,3169,37,1,107157,456,0,37473,0
3169,3170,65,1,21476,565,2,46831,1
3170,3171,64,1,139558,433,0,34784,1
3171,3172,44,0,60800,763,1,9288,0
3172,3173,32,0,55788,431,1,18378,1
3173,3174,23,0,140754,333,0,42042,0
3174,3175,64,0,109973,382,0,48150,0
3175,3176,31,0,46240,431,0,27111,0
3176,3177,28,1,130988,727,2,38293,0
3177,3178,56,0,30922,503,0,38977,1
3178,3179,26,0,133690,635,2,19306,0
3179,3180,43,1,84198,796,2,35465,1
3180,3181,33,0,78739,741,0,31360,0
3181,3182,22,1,93602,557,1,12677,1
3182,3183,69,0,32089,591,1,28136,0
3183,3184,27,1,52600,424,2,19298,1
3184,3185,67,1,66176,474,2,5753,0
3185,3186,20,0,28167,791,2,7816,0
3186,3187,30,0,98352,379,1,13168,0
3187,3188,60,1,41164,604,2,9838,0
3188,3189,66,1,105965,809,2,34565,0
3189,3190,47,1,145540,643,1,25652,1
3190,3191,62,1,120537,390,0,23608,0
3191,3192,23,1,51415,468,1,17140,0
3192,3193,34,1,93653,633,0,15092,1
3193,3194,62,1,132854,535,0,24081,1
3194,3195,68,0,146202,698,2,11875,0
3195,3196,36,1,91895,776,2,26317,0
3196,3197,59,0,99900,834,0,49996,0
3197,3198,52,0,122501,387,2,34993,1
3198,3199,63,1,114330,552,0,32565,1
3199,3200,43,1,95829,657,2,6566,0
3200,3201,68,0,78650,357,1,46162,0
3201,3202,22,1,78981,698,0,14603,0
3202,3203,46,1,94868,820,0,39690,1
3203,3204,54,0,20615,824,2,46741,0
3204,3205,37,0,65612,716,1,38804,0
3205,3206,66,0,97937,692,2,3646,0
3206,3207,38,1,149878,521,1,20115,0
3207,3208,27,1,136254,628,2,42592,0
3208,3209,22,0,149699,671,0,30339,0
3209,3210,53,1,61936,810,1,38462,0
3210,3211,23,0,49372,452,1,39313,1
3211,3212,43,1,127812,779,2,37449,1
3212,3213,21,0,133858,319,1,34182,1
3213,3214,56,1,87875,527,2,45166,1
3214,3215,56,0,101782,645,1,27118,1
3215,3216,67,1,81700,318,2,26347,0
3216,3217,52,1,28109,743,2,40967,1
3217,3218,18,0,43758,667,2,44547,0
3218,3219,41,1,108627,446,0,47851,1
3219,3220,53,1,128592,803,1,26062,0
3220,3221,23,0,33317,729,0,8532,1
3221,3222,58,1,102298,739,0,23791,1
3222,3223,63,1,89001,497,0,24693,0
3223,3224,61,1,140693,586,0,9221,1
3224,3225,48,0,71423,668,1,16234,0
3225,3226,37,0,45622,539,1,9321,0
3226,3227,41,0,135695,586,0,8945,1
3227,3228,42,0,26800,694,1,6189,1
3228,3229,53,0,134797,817,1,37982,1
3229,3230,38,1,55539,359,2,3374,0
3230,3231,47,1,122187,844,1,4983,1
3231,3232,41,0,22600,602,0,12333,0
3232,3233,61,1,91054,543,1,1207,1
3233,3234,59,1,105163,506,0,46175,1
3234,3235,47,1,135693,674,1,41907,0
3235,3236,39,1,49369,582,0,10173,1
3236,3237,45,0,116981,777,1,5302,1
3237,3238,24,0,36689,321,1,46461,0
3238,3239,52,1,101459,648,1,40679,1
3239,3240,45,1,58469,788,0,27747,0
3240,3241,31,0,115939,557,2,1111,1
3241,3242,27,1,20958,346,0,16566,1
3242,3243,33,1,143833,326,1,32702,1
3243,3244,33,1,139958,326,0,38477,1
3244,3245,48,0,125899,696,1,22424,0
3245,3246,59,0,80012,444,1,18793,0
3246,3247,42,1,89074,821,2,9897,1
3247,3248,30,1,80021,420,1,39640,0
3248,3249,23,1,108940,761,1,15482,1
3249,3250,61,1,70782,681,1,25516,0
3250,3251,26,1,95519,717,2,28355,1
3251,3252,62,1,120907,626,0,21583,0
3252,3253,53,0,79315,690,2,44575,0
3253,3254,60,0,44642,596,0,17182,0
3254,3255,37,1,99003,383,1,5857,0
3255,3256,35,0,143714,445,0,32985,1
3256,3257,60,1,20205,470,0,12166,0
3257,3258,38,1,112945,633,0,8498,0
3258,3259,21,0,32442,723,0,38807,0
3259,3260,67,0,111826,608,1,26423,0
3260,3261,50,1,111644,825,2,41835,0
3261,3262,44,1,25691,646,0,45180,0
3262,3263,24,0,58909,601,1,42128,0
3263,3264,23,0,137833,646,1,24084,1
3264,3265,32,1,39504,707,1,34752,1
3265,3266,35,1,84270,432,1,34875,1
3266,3267,49,1,115698,405,0,46940,0
3267,3268,28,0,125032,470,2,11270,0
3268,3269,37,1,78051,549,1,5342,1
3269,3270,41,0,58798,843,2,44933,1
3270,3271,32,1,69330,561,2,2553,1
3271,3272,65,0,107087,793,2,3002,0
3272,3273,24,0,98919,543,1,25488,1
3273,3274,38,0,102032,750,1,31743,1
3274,3275,59,0,61716,589,1,46359,0
3275,3276,43,1,94624,562,2,2421,1
3276,3277,61,0,66982,613,1,4474,1
3277,3278,31,0,47444,384,1,26117,0
3278,3279,54,0,44734,714,2,9980,0
3279,3280,38,1,61745,628,1,49537,1
3280,3281,35,1,54571,344,0,45934,1
3281,3282,22,1,111951,632,0,10418,1
3282,3283,20,1,35389,764,0,13390,1
3283,3284,40,1,113280,499,0,23562,0
3284,3285,43,1,104218,500,2,28971,0
3285,3286,54,0,65038,628,1,29545,0
3286,3287,41,0,119846,539,0,34299,0
3287,3288,66,0,92795,658,0,35387,0
3288,3289,36,1,65168,659,1,18675,0
3289,3290,68,0,98082,677,2,20508,1
3290,3291,42,0,87690,684,0,37881,1
3291,3292,38,1,94302,764,1,10319,1
3292,3293,29,0,134053,521,1,46207,0
3293,3294,58,1,31230,664,0,4911,1
3294,3295,50,0,103301,371,0,31372,0
3295,3296,67,1,25902,539,1,40927,0
3296,3297,21,1,86758,803,1,46928,0
3297,3298,59,1,47050,713,0,14725,0
3298,3299,24,0,119805,426,0,34875,0
3299,3300,39,0,94586,786,0,39195,1
3300,3301,50,1,134512,826,0,46604,0
3301,3302,34,1,89110,547,2,48561,1
3302,3303,41,0,122033,781,1,40264,0
3303,3304,51,0,96693,611,0,2687,1
3304,3305,45,1,142428,743,1,39755,1
3305,3306,60,0,39575,582,0,21855,1
3306,3307,58,0,78940,301,2,29879,1
3307,3308,56,0,60244,373,1,23065,1
3308,3309,39,1,103481,363,2,17091,0
3309,3310,66,1,34962,646,1,13747,1
3310,3311,34,0,120826,623,2,37243,0
3311,3312,51,1,145479,538,0,49686,1
3312,3313,23,0,120695,696,0,19961,0
3313,3314,63,0,137363,636,2,21601,0
3314,3315,23,1,136871,640,0,35797,0
3315,3316,51,1,110388,578,2,43103,1
3316,3317,18,1,116220,652,2,29922,0
3317,3318,27,0,130378,762,1,39186,1
3318,3319,38,0,97332,761,2,7190,0
3319,3320,22,1,44450,592,1,25148,1
3320,3321,19,1,120382,706,2,49426,0
3321,3322,39,1,73494,461,1,12935,1
3322,3323,65,0,147386,802,1,45550,0
3323,3324,19,0,65037,747,0,15580,0
3324,3325,27,0,132666,754,1,45758,0
3325,3326,51,1,147048,564,1,43707,1
3326,3327,33,1,103040,431,2,5819,0
3327,3328,65,0,131264,419,1,6919,0
3328,3329,68,1,50041,518,0,25793,0
3329,3330,56,1,30715,716,2,31691,0
3330,3331,39,1,41803,804,1,3810,1
3331,3332,29,1,88906,599,2,37183,1
3332,3333,41,0,81726,408,2,23336,1
3333,3334,64,1,21908,537,2,2716,0
3334,3335,57,0,138208,592,2,25281,1
3335,3336,55,0,57075,486,2,1289,0
3336,3337,27,1,84587,335,1,5697,0
3337,3338,52,0,73648,555,2,49099,0
3338,3339,68,0,41134,734,2,28319,1
3339,3340,66,1,129601,307,0,49543,0
3340,3341,49,0,135185,477,0,1609,1
3341,3342,24,0,76143,541,2,3353,0
3342,3343,38,0,89123,340,1,17919,1
3343,3344,37,0,115559,656,0,20675,1
3344,3345,43,0,65153,412,0,21141,1
3345,3346,21,0,22413,465,2,9948,0
3346,3347,63,0,138488,803,1,49753,1
3347,3348,69,0,110574,377,1,8157,1
3348,3349,39,1,42555,495,0,4849,0
3349,3350,32,1,30952,701,0,41837,1
3350,3351,57,1,88993,363,0,42313,1
3351,3352,38,0,94000,724,0,22214,1
3352,3353,32,0,141657,341,0,45851,0
3353,3354,39,0,86686,672,2,38098,1
3354,3355,69,1,132841,605,2,38997,1
3355,3356,45,1,52264,508,2,32033,1
3356,3357,31,1,125758,766,0,36763,0
3357,3358,44,0,67553,603,2,14324,1
3358,3359,58,1,74359,691,0,12900,1
3359,3360,57,1,129885,452,1,24354,0
3360,3361,45,0,118322,661,1,3214,1
3361,3362,43,1,29808,563,2,13340,1
3362,3363,66,0,72330,515,1,26785,1
3363,3364,19,1,134672,842,1,17659,0
3364,3365,42,0,58345,823,1,15687,1
3365,3366,20,0,89617,493,2,7553,0
3366,3367,25,0,59222,326,1,9338,1
3367,3368,61,0,77755,345,2,40740,1
3368,3369,50,0,28933,357,0,18235,0
3369,3370,59,1,88207,312,0,21907,1
3370,3371,69,0,63739,348,2,9679,1
3371,3372,52,0,67738,393,2,31072,0
3372,3373,23,0,116753,750,1,45143,0
3373,3374,56,0,124691,678,0,9775,0
3374,3375,69,1,125137,309,1,24183,1
3375,3376,40,0,104544,815,0,30287,0
3376,3377,42,1,41883,523,1,5310,1
3377,3378,67,0,118818,680,1,16327,0
3378,3379,60,0,118510,840,0,42470,0
3379,3380,36,1,119251,601,1,25140,0
3380,3381,22,1,63401,502,0,29697,1
3381,3382,68,1,35380,495,2,37581,1
3382,3383,28,0,38212,621,1,31657,1
3383,3384,29,1,48174,717,0,47284,0
3384,3385,27,0,26861,641,0,15746,1
3385,3386,25,1,26094,688,1,6891,1
3386,3387,41,1,124649,308,0,40656,0
3387,3388,45,0,71319,831,1,23578,1
3388,3389,58,1,66728,448,1,25531,0
3389,3390,53,1,44363,682,2,36970,0
3390,3391,54,0,107846,828,2,8745,1
3391,3392,38,0,59300,311,2,2423,0
3392,3393,25,0,74808,775,1,48305,1
3393,3394,26,1,25943,352,1,13059,0
3394,3395,64,1,100105,735,0,46355,1
3395,3396,32,1,62616,505,2,25721,1
3396,3397,65,1,94329,353,2,15251,1
3397,3398,63,1,123743,789,0,42875,0
3398,3399,57,0,45287,643,2,30495,1
3399,3400,35,1,147957,468,2,7647,0
3400,3401,59,0,53971,460,2,35679,1
3401,3402,37,1,76152,826,0,33359,1
3402,3403,23,0,62351,826,2,29277,0
3403,3404,29,1,132715,586,1,2339,1
3404,3405,19,1,80040,711,2,15764,1
3405,3406,24,0,116905,821,1,7446,0
3406,3407,33,1,108559,498,2,17881,1
3407,3408,20,0,142377,460,1,12140,1
3408,3409,62,1,80616,688,2,46160,0
3409,3410,20,1,131421,773,1,9201,1
3410,3411,44,0,43897,680,1,49752,1
3411,3412,67,1,43010,423,2,25568,0
3412,3413,60,0,60154,371,0,32330,0
3413,3414,57,1,121435,467,2,3816,1
3414,3415,55,1,141822,583,0,34094,0
3415,3416,50,1,40114,793,0,29142,1
3416,3417,45,1,39050,335,0,18266,0
3417,3418,18,1,135237,474,0,19055,1
3418,3419,25,1,41125,498,0,38770,0
3419,3420,54,1,114094,415,0,26313,1
3420,3421,49,0,70396,614,2,19558,1
3421,3422,65,1,64846,519,1,6235,1
3422,3423,60,1,40396,433,1,34691,0
3423,3424,54,1,112661,421,2,17161,0
3424,3425,21,0,146084,720,2,15547,1
3425,3426,47,0,143725,791,2,25496,0
3426,3427,23,1,108116,588,0,31908,0
3427,3428,63,1,139233,352,0,47569,0
3428,3429,36,1,58973,504,1,32652,0
3429,3430,49,0,43574,647,2,36592,0
3430,3431,26,1,110155,350,1,10345,0
3431,3432,29,0,149843,339,1,3070,1
3432,3433,28,1,33869,549,0,24730,1
3433,3434,63,0,86194,517,0,7544,0
3434,3435,33,0,82167,478,1,38368,0
3435,3436,18,1,76147,482,0,34688,0
3436,3437,62,1,132686,463,0,39859,1
3437,3438,38,1,32122,676,0,47611,1
3438,3439,47,1,63827,796,1,23856,0
3439,3440,30,1,33335,760,1,48574,1
3440,3441,51,1,140464,773,1,18827,1
3441,3442,21,1,83576,336,2,13699,1
3442,3443,45,0,41677,618,1,36569,1
3443,3444,55,1,48223,711,0,19159,1
3444,3445,48,1,49814,655,1,9220,1
3445,3446,44,0,145662,528,2,19676,0
3446,3447,22,1,103611,563,0,4703,1
3447,3448,42,1,63185,786,1,32657,0
3448,3449,20,1,96794,651,1,34593,0
3449,3450,50,1,116063,741,0,47965,1
3450,3451,21,0,95675,758,1,41479,1
3451,3452,42,0,62325,324,2,17011,0
3452,3453,37,1,60503,430,0,30755,1
3453,3454,51,1,39514,669,1,25714,0
3454,3455,43,0,76196,735,0,21836,0
3455,3456,22,1,40917,523,1,18546,1
3456,3457,52,0,74699,651,1,37207,1
3457,3458,45,0,114633,784,0,49750,1
